SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200607,20060413,5,20,4,3.4,PRD0904819,CL00079,DEP00022,G00007,D00002,CUST0000634693,LA,YF,9.94E+14,L,LA,Top Up,Fresh,STORE00001,LS,E02
200607,20060416,1,14,1,1.3,PRD0904856,CL00161,DEP00054,G00016,D00003,,,,9.94E+14,L,MM,Top Up,Grocery,STORE00001,LS,E02
200607,20060415,7,19,1,0.96,PRD0904934,CL00016,DEP00004,G00003,D00001,CUST0000410727,UM,OT,9.94E+14,L,MM,Full Shop,Mixed,STORE00001,LS,E02
200607,20060414,6,14,1,0.97,PRD0900099,CL00007,DEP00003,G00002,D00001,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060416,1,9,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000353957,LA,PE,9.94E+14,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060416,1,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000353957,LA,PE,9.94E+14,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,0.17,PRD0900167,CL00130,DEP00047,G00013,D00003,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,14,1,0.9,PRD0900173,CL00045,DEP00011,G00004,D00002,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,1,0.82,PRD0900233,CL00007,DEP00003,G00002,D00001,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,0.65,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,1,0.32,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,1.08,PRD0900531,CL00026,DEP00008,G00004,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,0.75,PRD0900649,CL00140,DEP00049,G00014,D00003,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,1,1.15,PRD0900691,CL00023,DEP00008,G00004,D00002,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,14,1,0.78,PRD0900934,CL00015,DEP00004,G00003,D00001,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,15,1,1.58,PRD0900975,CL00129,DEP00046,G00013,D00003,CUST0000089820,LA,OT,9.94E+14,M,UM,Small Shop,Mixed,STORE00002,LS,W01
200607,20060414,6,14,1,2.2,PRD0901039,CL00145,DEP00051,G00015,D00003,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,2,PRD0901040,CL00201,DEP00067,G00021,D00005,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,0.32,PRD0901192,CL00105,DEP00036,G00010,D00003,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060416,1,9,1,0.72,PRD0901228,CL00078,DEP00022,G00007,D00002,CUST0000353957,LA,PE,9.94E+14,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060416,1,11,1,1.1,PRD0901265,CL00030,DEP00008,G00004,D00002,CUST0000353957,LA,PE,9.94E+14,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060412,4,14,1,2.75,PRD0901443,CL00165,DEP00055,G00016,D00003,CUST0000353957,LA,PE,9.94E+14,S,MM,Small Shop,Grocery,STORE00002,LS,W01
200607,20060411,3,11,1,2.09,PRD0901454,CL00063,DEP00019,G00007,D00002,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060416,1,9,1,0.9,PRD0901861,CL00001,DEP00001,G00001,D00001,CUST0000353957,LA,PE,9.94E+14,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060411,3,15,1,0.22,PRD0901878,CL00043,DEP00011,G00004,D00002,CUST0000089820,LA,OT,9.94E+14,M,UM,Small Shop,Mixed,STORE00002,LS,W01
200607,20060414,6,14,1,1,PRD0902029,CL00031,DEP00008,G00004,D00002,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,4,2.28,PRD0902132,CL00069,DEP00020,G00007,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,9,3.06,PRD0902218,CL00069,DEP00020,G00007,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,4,1.44,PRD0902318,CL00164,DEP00055,G00016,D00003,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,14,1,1.03,PRD0902479,CL00144,DEP00051,G00015,D00003,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,1.18,PRD0902555,CL00159,DEP00054,G00016,D00003,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060416,1,11,1,1.16,PRD0902567,CL00041,DEP00011,G00004,D00002,CUST0000353957,LA,PE,9.94E+14,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,2.46,PRD0902799,CL00072,DEP00021,G00007,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060416,1,12,3,12.24,PRD0902817,CL00225,DEP00077,G00024,D00006,,,,9.94E+14,M,XX,XX,XX,STORE00002,LS,W01
200607,20060411,3,15,1,0.35,PRD0902897,CL00103,DEP00035,G00010,D00003,CUST0000089820,LA,OT,9.94E+14,M,UM,Small Shop,Mixed,STORE00002,LS,W01
200607,20060411,3,11,1,2.84,PRD0902930,CL00063,DEP00019,G00007,D00002,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,14,1,0.94,PRD0903021,CL00066,DEP00019,G00007,D00002,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,0.92,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,15,1,0.63,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000089820,LA,OT,9.94E+14,M,UM,Small Shop,Mixed,STORE00002,LS,W01
200607,20060411,3,11,1,1.37,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060416,1,11,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,CUST0000353957,LA,PE,9.94E+14,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200607,20060414,6,14,1,0.31,PRD0903138,CL00108,DEP00037,G00010,D00003,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,1,0.91,PRD0903269,CL00064,DEP00019,G00007,D00002,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,3,4.17,PRD0903518,CL00069,DEP00020,G00007,D00002,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,1,0.19,PRD0904212,CL00157,DEP00053,G00016,D00003,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060410,2,18,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000005053,MM,,9.94E+14,S,MM,Small Shop,Fresh,STORE00002,LS,W01
200607,20060414,6,15,1,2.19,PRD0904370,CL00068,DEP00019,G00007,D00002,CUST0000089820,LA,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060411,3,11,1,0.97,PRD0904421,CL00002,DEP00001,G00001,D00001,CUST0000715467,MM,OT,9.94E+14,L,LA,Top Up,Fresh,STORE00002,LS,W01
200607,20060414,6,14,1,1.66,PRD0904828,CL00067,DEP00019,G00007,D00002,CUST0000353957,LA,PE,9.94E+14,M,MM,Top Up,Fresh,STORE00002,LS,W01
200607,20060415,7,11,1,0.67,PRD0900181,CL00148,DEP00052,G00015,D00003,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,1.37,PRD0900202,CL00002,DEP00001,G00001,D00001,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060414,6,12,1,0.62,PRD0900203,CL00088,DEP00025,G00008,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,1.82,PRD0900204,CL00020,DEP00005,G00003,D00001,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,9,1,0.48,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000577810,LA,PE,9.94E+14,M,MM,Small Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,0.16,PRD0900341,CL00014,DEP00004,G00003,D00001,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060413,5,14,1,1.5,PRD0900354,CL00140,DEP00049,G00014,D00003,CUST0000626899,LA,OT,9.94E+14,L,MM,Top Up,Grocery,STORE00003,LS,E01
200607,20060413,5,9,1,0.84,PRD0900409,CL00038,DEP00010,G00004,D00002,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060415,7,11,1,1.63,PRD0900531,CL00026,DEP00008,G00004,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,0.34,PRD0900588,CL00014,DEP00004,G00003,D00001,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,12,1,1.22,PRD0900930,CL00008,DEP00003,G00002,D00001,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,14,8,10.4,PRD0901037,CL00162,DEP00055,G00016,D00003,CUST0000626899,LA,OT,9.94E+14,L,MM,Top Up,Grocery,STORE00003,LS,E01
200607,20060415,7,11,1,1.46,PRD0901133,CL00198,DEP00067,G00021,D00005,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,1.83,PRD0901265,CL00030,DEP00008,G00004,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060413,5,9,6,1.26,PRD0901311,CL00014,DEP00004,G00003,D00001,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060413,5,9,1,7.38,PRD0901430,CL00212,DEP00070,G00022,D00005,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,12,3,7.59,PRD0901439,CL00072,DEP00021,G00007,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,9,1,1.39,PRD0901712,CL00078,DEP00022,G00007,D00002,CUST0000577810,LA,PE,9.94E+14,M,MM,Small Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,12,1,1.06,PRD0901769,CL00007,DEP00003,G00002,D00001,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,9,3,2.58,PRD0901887,CL00063,DEP00019,G00007,D00002,CUST0000577810,LA,PE,9.94E+14,M,MM,Small Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,14,1,2.74,PRD0901924,CL00096,DEP00030,G00008,D00002,CUST0000626899,LA,OT,9.94E+14,L,MM,Top Up,Grocery,STORE00003,LS,E01
200607,20060414,6,12,3,8.94,PRD0901999,CL00100,DEP00033,G00009,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,0.71,PRD0902008,CL00018,DEP00005,G00003,D00001,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060414,6,12,1,1,PRD0902029,CL00031,DEP00008,G00004,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,1.89,PRD0902357,CL00081,DEP00023,G00007,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,1.21,PRD0902487,CL00070,DEP00020,G00007,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060414,6,12,1,0.68,PRD0902495,CL00088,DEP00025,G00008,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,9,1,1.09,PRD0902556,CL00013,DEP00004,G00003,D00001,CUST0000577810,LA,PE,9.94E+14,M,MM,Small Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,12,1,2.06,PRD0902878,CL00116,DEP00042,G00011,D00003,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,0.45,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060414,6,9,1,0.5,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000577810,LA,PE,9.94E+14,M,MM,Small Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,0.47,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,12,1,1.95,PRD0903147,CL00089,DEP00025,G00008,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,0.24,PRD0903204,CL00148,DEP00052,G00015,D00003,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,0.76,PRD0903226,CL00038,DEP00010,G00004,D00002,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,12,3,14.43,PRD0903350,CL00100,DEP00033,G00009,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060415,7,11,1,1.28,PRD0903497,CL00023,DEP00008,G00004,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060413,5,14,1,0.57,PRD0903590,CL00139,DEP00048,G00013,D00003,CUST0000626899,LA,OT,9.94E+14,L,MM,Top Up,Grocery,STORE00003,LS,E01
200607,20060415,7,11,1,0.97,PRD0903612,CL00063,DEP00019,G00007,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,1.64,PRD0903644,CL00023,DEP00008,G00004,D00002,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060413,5,9,3,5.61,PRD0903677,CL00151,DEP00052,G00015,D00003,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,12,1,4.84,PRD0903722,CL00051,DEP00013,G00005,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,14,1,3.6,PRD0903728,CL00201,DEP00067,G00021,D00005,CUST0000626899,LA,OT,9.94E+14,L,MM,Top Up,Grocery,STORE00003,LS,E01
200607,20060415,7,11,1,0.54,PRD0903857,CL00087,DEP00025,G00008,D00002,CUST0000215521,MM,PE,9.94E+14,L,MM,Top Up,Fresh,STORE00003,LS,E01
200607,20060412,4,21,1,0.98,PRD0904030,CL00006,DEP00002,G00001,D00001,CUST0000683624,UM,OT,9.94E+14,S,MM,Small Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,1.03,PRD0904174,CL00042,DEP00011,G00004,D00002,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,12,1,1.39,PRD0904183,CL00007,DEP00003,G00002,D00001,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060413,5,9,1,3.62,PRD0904310,CL00165,DEP00055,G00016,D00003,CUST0000649759,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00003,LS,E01
200607,20060414,6,12,3,4.62,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,12,3,4.59,PRD0904555,CL00088,DEP00025,G00008,D00002,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,12,1,0.34,PRD0904690,CL00163,DEP00055,G00016,D00003,CUST0000143602,LA,OT,9.94E+14,L,MM,Full Shop,Fresh,STORE00003,LS,E01
200607,20060414,6,12,1,1.43,PRD0900093,CL00020,DEP00005,G00003,D00001,CUST0000753818,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00004,MS,E03
200607,20060414,6,12,1,1.24,PRD0900194,CL00219,DEP00073,G00023,D00005,CUST0000753818,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00004,MS,E03
200607,20060414,6,12,1,1.42,PRD0900349,CL00157,DEP00053,G00016,D00003,CUST0000753818,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00004,MS,E03
200607,20060414,6,12,1,1.07,PRD0901147,CL00155,DEP00053,G00016,D00003,CUST0000753818,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00004,MS,E03
200607,20060414,6,12,1,2.23,PRD0901846,CL00074,DEP00021,G00007,D00002,CUST0000753818,MM,OT,9.94E+14,L,MM,Top Up,Mixed,STORE00004,MS,E03
